country,designation,points,price,province,variety,winery
France,La ForcadiÃ¨re,87,19.0,RhÃ´ne Valley,RosÃ©,Domaine Maby
France,La Grande CuvÃ©e,87,12.0,Bordeaux,Sauvignon Blanc,Dourthe
Italy,Gelso,87,22.0,Tuscany,Red Blend,Fattoria Valacchi
US,The Party Starter,87,32.0,California,Pinot Gris,FlyWine
Spain,Casamaro,87,13.0,Northern Spain,Verdejo,GarciarÃ©valo
US,Cold Creek Vineyard,87,30.0,Washington,Chardonnay,Januik
Italy,Pian dei Sorbi Riserva,87,25.0,Tuscany,Red Blend,Marchesi Gondi
France,RosÃ©fine,87,10.0,France Other,RosÃ©,Marrenon
Italy,Vigneto Bucerchiale Riserva,87,34.0,Tuscany,Sangiovese,Selvapiana
US,Dry,87,14.0,New York,RosÃ©,Sheldrake Point
Italy,Vincenzo da Filicaja,87,16.0,Tuscany,Sangiovese,Villa da Filicaja
US,Reserve,87,24.0,Washington,Merlot,Waterbrook
Italy,Puro,87,9.0,Tuscany,Sangiovese,Fattoria Lavacchio
Spain,Crianza,87,18.0,Northern Spain,Red Blend,PrÃ­ncipe de Viana
Argentina,Malbec-Merlot-Cabernet Sauvignon,86,17.0,Mendoza Province,Red Blend,Trapezio
Italy,Marangi,86,15.0,Southern Italy,Negroamaro,Tenute Mater Domini
Italy,Extra Dry RosÃ¨,86,20.0,Veneto,Pinot Nero,Bacio della Luna
Italy,Extra Dry,86,12.0,Veneto,Glera,Il Follo
US,Reserve,86,35.0,Virginia,Petit Verdot,Jefferson Vineyards
Italy,Brut,86,16.0,Veneto,Glera,La Farra
US,Spirit Hawk,86,15.0,California,Chardonnay,Lander-Jenkins
US,Overlook,86,25.0,California,Chardonnay,Landmark
US,Zintage,86,39.0,California,Zinfandel,Kasuari
Italy,Il Roccolo,86,22.0,Veneto,Garganega,Le Mandolare
Italy,SorÃ¬ Bric Camparo,86,23.0,Piedmont,Dolcetto,Camparo
Portugal,Conde de Vimioso Colheita Selecionada,86,9.0,Tejo,Portuguese White,Falua
Italy,Ceregio,86,15.0,Central Italy,Sangiovese,Fattoria Zerbina
US,Bismark Mountain Vineyard,86,53.0,California,Zinfandel,Hanna
Italy,Lunetta,86,14.0,Veneto,Glera,Cavit
US,Church Creek Steel,86,16.0,Virginia,Chardonnay,Chatham
Spain,ViÃ±a Rubican Crianza,86,14.0,Northern Spain,Red Blend,Bodegas Corellanas
Italy,Dry,86,22.0,Veneto,Glera,Colesel
Italy,Capocolle,86,15.0,Veneto,Garganega,Cantine Lenotti di Lenotti
Italy,Brut,86,28.0,Northeastern Italy,Ribolla Gialla,Colutta
Italy,Il Poggio,86,19.0,Piedmont,Cortese,Cascina La Ghersa
Italy,Extra Dry,86,18.0,Veneto,Glera,Mionetto
Argentina,1955 Vineyard Estate Grown La Consulta,86,100.0,Mendoza Province,Malbec,TintoNegro
Italy,Anno Zero Extra Dry,86,18.0,Veneto,Glera,ValdellÃ¶vo
US,French Creek Vineyard,89,28.0,Washington,Chardonnay,Periple
Italy,Monte La Parte,89,47.0,Veneto,Red Blend,Piccoli
Italy,Pariondo,89,26.0,Veneto,Red Blend,Brunelli
US,Amber Knolls Vineyard,89,65.0,California,Malbec,Cinnabar
France,CarrÃ©ment Rouge,89,43.0,Languedoc-Roussillon,RhÃ´ne-style Red Blend,Domaine de l'Edre
Spain,Negre,89,22.0,Catalonia,Red Blend,Finca Tobella
US,Fleur de Edna Winemaker Series,89,27.0,California,Chardonnay,Edna Valley Vineyard
US,Hope Family Vineyard,89,42.0,California,Grenache,Austin Hope
US,Lightning,89,18.0,Washington,RhÃ´ne-style White Blend,Airfield Estates
US,Reserve,89,25.0,Washington,Chardonnay,Airfield Estates
US,Sonoma Brut,89,24.0,California,Sparkling Blend,Gloria Ferrer
US,Protagonist,89,55.0,Washington,Red Blend,J. Bookwalter
US,Blanc de Noirs,89,30.0,California,Sparkling Blend,Breathless
Italy,Riserva Fondatori,89,60.0,Veneto,Red Blend,Musella
US,Sierra Mar Vineyard,89,60.0,California,Pinot Noir,Walt
US,Underworld,89,48.0,Washington,Petit Verdot,Sparkman
Italy,La Grola,89,32.0,Veneto,Red Blend,Allegrini
Italy,Guado de' Gemoli,100,195.0,Tuscany,Red Blend,Giovanni Chiappini
Italy,Paleo,98,130.0,Tuscany,Cabernet Franc,Le Macchiole
US,Game Ranch Single Vineyard Selection,97,85.0,California,Cabernet Sauvignon,Goldschmidt
Italy,Masseto,97,240.0,Tuscany,Merlot,Tenuta dell'Ornellaia
Italy,Ornellaia,97,240.0,Tuscany,Red Blend,Tenuta dell'Ornellaia
Italy,Redigaffi,97,350.0,Tuscany,Merlot,Tua Rita
Italy,Messorio,97,315.0,Tuscany,Merlot,Le Macchiole
Italy,Scrio,97,160.0,Tuscany,Syrah,Le Macchiole
Italy,L'Apparita,97,180.0,Tuscany,Merlot,Castello di Ama
US,Reserve,96,65.0,Washington,Bordeaux-style Red Blend,Januik
Italy,Giusto di Notri,96,80.0,Tuscany,Red Blend,Tua Rita
US,"Good Times, Bad Times Beckstoffer To Kalon Vineyard",96,100.0,California,Cabernet Sauvignon,World's End
US,El Alma de Jonata,96,125.0,California,Bordeaux-style Red Blend,Jonata
France,Les Grandes LoliÃ¨res,96,104.0,Burgundy,Pinot Noir,Roche de Bellene
US,Heather Hill,95,55.0,Washington,Cabernet Sauvignon,Abeja
Italy,Perbruno,95,65.0,Tuscany,Syrah,I Giusti e Zanza
Italy,Poggio ai Merli,95,75.0,Tuscany,Merlot,Castellare di Castellina
US,Estate,90,18.0,California,Sauvignon Blanc,Casey Flat Ranch
France,ChÃ¢teau Bazin,90,45.0,Southwest France,Red Blend,Cave du Marmandais
US,Reposado,90,24.0,California,Barbera,BorjÃ³n
Canada,Trebella,90,20.0,British Columbia,RhÃ´ne-style White Blend,Church & State
US,Bella Luna Vineyard,90,45.0,California,Pinot Noir,Churchill Cellars
Austria,Admiral,90,90.0,Burgenland,Red Blend,PÃ¶ckl
Austria,Schiefer Reserve,90,24.0,Kremstal,GrÃ¼ner Veltliner,Forstreiter
France,RosÃ©,90,55.0,Champagne,Champagne Blend,H. Blin
US,Magnolia Inspiration Vineyard,90,20.0,California,Chardonnay,Krutz
US,Sweet Leslie Late Harvest,90,75.0,California,White Blend,Kunde
Austria,Spies,90,24.0,NiederÃ¶sterreich,GrÃ¼ner Veltliner,Kurt Angerer
Austria,Spiegel Reserve,90,32.0,Kremstal,GrÃ¼ner Veltliner,Mantlerhof
Austria,Klausen,90,38.0,SÃ¼dsteiermark,Sauvignon Blanc,Neumeister
US,Windsor Oaks Vineyard,90,56.0,California,Pinot Noir,Pali
Austria,HÃ¶hereck Smaragd,90,49.0,Wachau,GrÃ¼ner Veltliner,Tegernseerhof
US,Turas,90,30.0,Washington,Red Blend,Telaya
US,Rock Island,90,20.0,Washington,Red Blend,Ryan Patrick
Austria,Gelbling Reserve,90,25.0,Kremstal,Riesling,Sepp Moser
Canada,Oldfield Series,90,30.0,British Columbia,Merlot,Tinhorn Creek
US,River Road Ranch,90,32.0,California,Chardonnay,Trione
Spain,Propiedad,88,45.0,Northern Spain,Red Blend,Palacios Remondo
Italy,DonnatÃ ,88,16.0,Sicily & Sardinia,Nero d'Avola,Alessandro di Camporeale
Spain,Bruberry,88,25.0,Catalonia,Red Blend,Portal del Montsant
Italy,Passo delle Mule,88,25.0,Sicily & Sardinia,Nero d'Avola,Duca di Salaparuta
US,Artisan Blend,88,36.0,Washington,Bordeaux-style Red Blend,Foundry Vineyards
US,g3,88,16.0,Washington,Chardonnay,Goose Ridge
Italy,Montegauro Riserva,88,28.0,Southern Italy,Piedirosso,Grotta del Sole
US,Unti Vineyard,88,32.0,California,Zinfandel,Kobler
Italy,Vinalia,88,25.0,Southern Italy,Casavecchia,La Masserie
US,Cold Creek,88,30.0,California,Chardonnay,Laird
US,Estate Bottled T23 Unoaked,88,20.0,New York,Cabernet Franc,Lamoreaux Landing
Italy,Furore Bianco,88,24.0,Southern Italy,White Blend,Marisa Cuomo
Greece,St. Elias,88,15.0,Corinth,Assyrtico,Papaioannou
US,White Horse Unfined & Unfiltered,88,26.0,New York,Bordeaux-style Red Blend,Bloomer Creek
France,En Carementrant,88,48.0,Burgundy,Chardonnay,Bret Brothers
Italy,Gradiva Collectio,88,18.0,Sicily & Sardinia,Nero d'Avola,Casa di Grazia
US,Sunrise Hill Vineyard,88,22.0,New York,Lemberger,Damiani
US,Josef Vineyard,94,39.0,New York,Riesling,Hermann J. Wiemer
US,Star,94,32.0,Washington,Bordeaux-style Red Blend,Baer
US,Bel Canto Cara Mia Vineyard,94,60.0,Washington,Bordeaux-style Red Blend,Cadence
Italy,Badarina,94,60.0,Piedmont,Nebbiolo,Grimaldi Bruna
US,Red Shoulder Ranch,94,52.0,California,Chardonnay,Shafer
US,High Slopes,94,40.0,California,Syrah,Terre Rouge
US,Reserve,94,135.0,California,Bordeaux-style Red Blend,Von Strasser
US,The West End,94,55.0,California,Pinot Noir,E16
Italy,Bussia,94,60.0,Piedmont,Nebbiolo,Giacomo Fenocchio
US,Cloudy's Vineyard,93,125.0,California,Cabernet Sauvignon,Janzen
Spain,Coto de Imaz Gran Reserva,93,44.0,Northern Spain,Tempranillo,El Coto
US,Ancient Vine,93,25.0,California,Cinsault,Michael David
Italy,RabajÃ  Riserva,93,100.0,Piedmont,Nebbiolo,Giuseppe Cortese
US,Hellenthal,93,50.0,California,Pinot Noir,W.H. Smith
Italy,Saffredi,93,100.0,Tuscany,Red Blend,Fattoria Le Pupille
Italy,Bricco dell'Uccellone,93,65.0,Piedmont,Barbera,Braida di Giacomo Bologna
US,Ciel du Cheval Vineyard,93,45.0,Washington,Bordeaux-style Red Blend,Cadence
France,Le Grand Roc,93,40.0,Loire Valley,Sauvignon Blanc,Domaine GÃ©rard Fiou
Italy,Bric dei Banditi,93,29.0,Piedmont,Barbera,Franco M. Martinetti
Italy,Gramolere,93,64.0,Piedmont,Nebbiolo,Fratelli Alessandria
US,Magdalena Vineyard,93,36.0,New York,Riesling,Hermann J. Wiemer
US,Voyageur,93,55.0,Washington,Syrah,Maison Bleue
US,DuBrul Vineyard,93,48.0,Washington,Chardonnay,Owen Roe
US,Principia Reserve,93,85.0,Washington,Syrah,Rasa
US,Gap's Crown Vineyard,93,60.0,California,Pinot Noir,Lutum
US,Dutton Ranch Green Valley Vineyard,93,25.0,California,GewÃ¼rztraminer,Dutton-Goldfield
US,Yerba Buena,87,20.0,California,Red Blend,San Francisco Wine Press
Italy,Castello di Montespertoli Riserva,87,30.0,Tuscany,Red Blend,Castello Sonnino
Spain,Reserva,87,33.0,Northern Spain,Tempranillo,Bodegas Medrano Irazu
US,Vista Luna Vineyard,87,28.0,California,AlbariÃ±o,En Garde
Italy,Emilio,87,22.0,Tuscany,Sangiovese,Tenuta di Morzano
US,Dry RosÃ© of,87,25.0,New York,Merlot,Atwater
Italy,Brolio Riserva,87,39.0,Tuscany,Red Blend,Barone Ricasoli
Italy,Riserva,87,25.0,Tuscany,Red Blend,Castello di Querceto
US,Maddelena,87,26.0,Washington,Nebbiolo,Cavatappi
US,Les Collines Vineyard,87,24.0,Washington,Zinfandel,Angel Vine
US,Wallula Vineyard,87,60.0,Washington,Syrah,Boudreaux Cellars
US,Celilo Vineyard,87,20.0,Washington,Pinot Gris,Ross Andrew
Italy,Priore,87,14.0,Tuscany,Red Blend,Tenuta di Fraternita
Spain,Cala N.1,87,15.0,Central Spain,Tempranillo Blend,Tinedo
Italy,Riserva,87,26.0,Tuscany,Red Blend,Uggiano
Italy,Celliere,87,10.0,Tuscany,Red Blend,Viticoltori Senesi Aretini
US,Cashmere,87,22.0,Washington,Red Blend,Voila!
US,Grand Vin,87,35.0,New York,Cabernet Franc,Waters Crest
US,Dragonsleaf Dry,87,14.0,California,RosÃ©,Wines Gone Wild
US,Portolan,86,80.0,California,RhÃ´ne-style Red Blend,Sextant
US,Reserve Arena Valley Vineyard Cabernet Sauvignon-Merlot-Malbec-Cabernet Franc,86,25.0,Idaho,Red Blend,Snake River
Italy,Millesimato Dry,86,17.0,Veneto,Glera,Terre di San Venanzio Fortunato
Argentina,Urban Uco,86,9.0,Mendoza Province,Sauvignon Blanc,O. Fournier
US,Royal Escort Paladini Vineyard,86,72.0,California,Port,Prager
Portugal,Arinto,86,14.0,Lisboa,Arinto,Quinta de Chocapalha
Italy,Vigneti di Monteforte,86,16.0,Veneto,White Blend,Santi
Italy,Verga Collection,86,12.0,Piedmont,Cortese,Natale Verga
US,Estate Grown,86,20.0,New York,Merlot,Pellegrini Vineyards
US,Estate,86,28.0,California,Cabernet Sauvignon,Martin Lane Winery
US,Estate Reserve,85,18.0,Oregon,Chardonnay,David Hill
Italy,RosÃ¨ Brut de Noir,85,16.0,Central Italy,Sparkling Blend,Cleto Chiarli
US,Oregon,85,22.0,Oregon,Pinot Noir,Coeur de Terre
Italy,Brut,85,17.0,Veneto,Glera,Colesel
Portugal,Casal Garcia Branco,85,8.0,Vinho Verde,Portuguese White,Aveleda
Portugal,Dom Martinho,85,12.0,Alentejano,Portuguese Red,BacalhÃ´a Wines of Portugal
US,Louis XIV,85,30.0,California,Cabernet Sauvignon,Frenchie Winery
Portugal,Loios Branco,85,10.0,Alentejano,Portuguese White,J. Portugal Ramos
Portugal,Ciconia,85,10.0,Alentejano,Aragonez,Herdade de SÃ£o Miguel
Italy,Extra Dry,85,19.0,Veneto,Glera,Bocelli
Argentina,Estate Bottled,85,15.0,Mendoza Province,Cabernet Sauvignon,Bodega Carmine Granata
US,Reserve,95,85.0,Washington,Cabernet Sauvignon,Abeja
US,Boushey Vineyard Le Midi,95,35.0,Washington,Grenache,Maison Bleue
France,Marquis de Laguiche Morgeot Premier CruÂ ,95,114.0,Burgundy,Chardonnay,Joseph Drouhin
Italy,I Castagni,95,100.0,Tuscany,Red Blend,Michele Satta
Italy,Il Blu,95,85.0,Tuscany,Red Blend,Brancaia
US,El Desafio de Jonata,95,125.0,California,Bordeaux-style Red Blend,Jonata
France,Chevalier-Montrachet Grand Cru,95,500.0,Burgundy,Chardonnay,Olivier Leflaive
US,Stagecoach Vineyard,95,90.0,California,Cabernet Sauvignon,Patland
France,Champeaux Premier Cru,95,92.0,Burgundy,Pinot Noir,Roche de Bellene
Italy,Giorgio BartholomÃ¤us,95,140.0,Tuscany,Merlot,Tenuta Argentiera
US,Galaxy,95,85.0,California,Red Blend,Terlato
France,Corton-Charlemagne Grand Cru,95,170.0,Burgundy,Chardonnay,Olivier Leflaive
Italy,Baffonero,95,120.0,Tuscany,Merlot,Rocca di Frassinello
US,Fort Ross Vineyard Sea Slopes,95,32.0,California,Pinot Noir,Fort Ross
US,Episode,95,175.0,California,Bordeaux-style Red Blend,Terlato
US,Donum Estate Vineyard,95,75.0,California,Pinot Noir,La Rochelle
US,Bone Ash Vineyard,95,85.0,California,Cabernet Sauvignon,Venge
France,BÃ¢tard-Montrachet Grand Cru,95,375.0,Burgundy,Chardonnay,Olivier Leflaive
US,Wallula Vineyard Biodynamic,95,32.0,Washington,Riesling,Pacific Rim
US,La Sangre de Jonata,94,125.0,California,RhÃ´ne-style Red Blend,Jonata
France,FolatiÃ¨res Premier Cru,94,102.0,Burgundy,Chardonnay,Joseph Drouhin
US,Cluster Select Late Harvest,94,59.0,California,Muscat Blanc,Navarro
US,Stagecoach Vineyard Block I-4,94,54.0,California,Syrah,Venge
US,Stagecoach Vineyard,94,90.0,California,Cabernet Sauvignon,Patland
Spain,Brut Nature Gran Reserva,89,37.0,Catalonia,Sparkling Blend,Maria Casanovas
Italy,Campo Inferi Riserva,89,69.0,Veneto,Red Blend,Brunelli
US,John Sebastiano Vineyard,89,48.0,California,Pinot Noir,Foxen
US,Melville Vineyard,89,62.0,California,Pinot Noir,Foxen
US,Winston Hill,89,150.0,California,Bordeaux-style Red Blend,Frank Family
France,Vieilles Vignes,89,35.0,Languedoc-Roussillon,RhÃ´ne-style Red Blend,Domaine du Clos des FÃ©es
Italy,Ca' Bertoldi,89,40.0,Veneto,Red Blend,Recchia
US,Grenache,89,42.0,Washington,Grenache,Robert Ramsay
Italy,Piere,89,40.0,Northeastern Italy,Sauvignon,Vie di Romans
US,Razorback Vineyard Estate Grown,89,65.0,California,Pinot Noir,Thomas Fogarty
US,Stillwater Creek Vineyard,89,23.0,Washington,Chardonnay,Novelty Hill
US,Bechthold Vineyard Ancient Vine,89,25.0,California,Cinsault,Michael David
US,Verna's Estate,89,26.0,California,Viognier,Melville
France,Domaine des Perdrix,89,80.0,Burgundy,Pinot Noir,Domaines Devillard
US,Pepper Bridge Vineyard Apogee,89,50.0,Washington,Bordeaux-style Red Blend,L'Ecole No. 41
France,RÃ©serve,89,16.0,Alsace,Muscat,Leon Beyer
US,L'Entente,89,36.0,Washington,RhÃ´ne-style Red Blend,Ott & Murphy
US,Milbrandt Vineyards,88,24.0,Washington,Petit Verdot,Cor Cellars
US,Ancient Vine,88,15.0,California,Zinfandel,Cline
Spain,Elyssia Gran CuvÃ©e Brut,88,18.0,Catalonia,Sparkling Blend,Freixenet
US,Heritage Selection,88,55.0,California,Pinot Noir,Gundlach Bundschu
US,Reserve,88,35.0,Virginia,Merlot,Jefferson Vineyards
US,Deux Chevaux Vineyard,90,55.0,California,Chardonnay,Tamber Bey
US,Novitiate Late Harvest,90,25.0,California,Sauvignon Blanc,Testarossa
US,Sierra Madre Vineyard,90,48.0,California,Chardonnay,Testarossa
Italy,Riserva,90,60.0,Piedmont,Nebbiolo,Travaglini
Germany,Schiefer Trocken,90,35.0,Mosel,Riesling,Villa Huesgen
US,Vintage 40,90,45.0,Oregon,Pinot Noir,Willamette Valley Vineyards
Germany,Lahrer Trocken,90,22.0,Baden,Weissburgunder,WÃ¶hrle
Australia,Filius,90,25.0,Western Australia,Chardonnay,Vasse Felix
France,Terre de Caillotte,90,30.0,Loire Valley,Sauvignon Blanc,Vignobles Berthier
US,2 Spires,90,36.0,Washington,Red Blend,William Church
Australia,The Lucky Lizard,90,22.0,South Australia,Chardonnay,D'Arenberg
South Africa,The Left Bank,90,15.0,Western Cape,Red Blend,Neil Ellis
South Africa,Five Soldiers,90,50.0,Stellenbosch,Chardonnay,Rustenberg
Australia,St. Andrews Single Vineyard Release,90,40.0,South Australia,Riesling,Wakefield Estate
Australia,Tate,90,15.0,Western Australia,Chardonnay,Franklin Tate
Chile,CuvÃ©e Alexandre Apalta Vineyard,90,24.0,Colchagua Valley,Cabernet Sauvignon,Lapostolle
Chile,Alpha,90,22.0,Colchagua Valley,Merlot,Montes
US,Shake Ridge,90,38.0,California,Barbera,Portalupi
Chile,Ecos de Rulo Single Vineyard El ChequÃ©n Estate,90,20.0,Marchigue,Cabernet Sauvignon,ViÃ±a Bisquertt
US,Alfaro Family Vineyards,90,48.0,California,Pinot Noir,Big Basin
US,Arise Proprietary,90,50.0,California,Bordeaux-style Red Blend,Blackbird Vineyards
US,Sleeping Lady Vineyard,90,125.0,California,Cabernet Sauvignon,Ad Vivum
US,Saltonstall Vineyard,90,55.0,California,Pinot Noir,Davies
US,Plus Game Ranch,90,150.0,California,Cabernet Sauvignon,Goldschmidt
France,Premium,90,45.0,Champagne,Champagne Blend,H. Blin
Australia,Art Series,90,60.0,Western Australia,Cabernet Sauvignon,Leeuwin Estate
US,La Cruz Vineyard,90,45.0,California,Pinot Noir,Keller Estate
France,Thauvenay,90,35.0,Loire Valley,Sauvignon Blanc,Domaine Masson-Blondelet
France,Le Peu Morier,90,40.0,Loire Valley,Chenin Blanc,Domaine Vincent CarÃªme
Canada,M Tribute Series Kelly Hrudey,90,30.0,British Columbia,Chardonnay,Meyer Family Vineyards
Italy,Riserva,87,25.0,Tuscany,Red Blend,Farnetella
Italy,Meme Riserva,87,19.0,Tuscany,Red Blend,Fattoria di Petrognano
Italy,Cedro Riserva,87,21.0,Tuscany,Red Blend,Fattoria Lavacchio
Italy,Riserva,87,20.0,Tuscany,Red Blend,Fattoria Petriolo
US,The Chairman Series,87,40.0,California,Merlot,Firestone
US,Estate Bottled GRV,87,24.0,Washington,White Blend,Goose Ridge
France,MillÃ©sime Brut Blanc de Blancs,87,45.0,Champagne,Chardonnay,Jean Josselin
US,Signature Series,87,15.0,California,Merlot,Kirkland Signature
France,Brut RÃ©ference,87,35.0,Champagne,Champagne Blend,Lombard et Cie
US,Ciel du Cheval Vineyard,87,32.0,Washington,Counoise,McCrea
US,Verhey Vineyard,87,30.0,Washington,Malbec,:Nota Bene
Italy,Riserva,87,33.0,Tuscany,Red Blend,Podere Capaccia
US,Reserve Selection,87,18.0,California,Sauvignon Blanc,Raymond
US,Birch Creek Vineyard,87,36.0,Washington,SÃ©millon,Reininger
Italy,Cellole Gran Selezione,87,30.0,Tuscany,Red Blend,San Fabiano Calcinaia
Italy,Le Rosse,86,15.0,Northeastern Italy,Pinot Grigio,Tommasi
Germany,Medium-Dry SpÃ¤tlese,86,16.0,Mosel,Riesling,Villa Riesling
US,Appellation Series,86,28.0,California,Chardonnay,Cru
US,Claret,86,22.0,California,Bordeaux-style Red Blend,Donati
US,Saralee's Vineyard,86,38.0,California,Marsanne-Roussanne,Due Cani
Chile,Duette Premium,86,20.0,Casablanca Valley,Pinot Noir,Indomita
US,El Coro,86,52.0,California,Pinot Noir,Keller
Italy,Perla,86,21.0,Lombardy,Turbiana,Perla del Garda
Italy,Caccia al Palazzo,86,30.0,Tuscany,Red Blend,Tenuta di Vaira
Italy,Le Fornaci,86,15.0,Lombardy,Turbiana,Tommasi
US,Bernau Block,86,45.0,Oregon,Chardonnay,Willamette Valley Vineyards
Portugal,Herdade de Catapereiro,86,12.0,Tejo,Portuguese White,Wines & Winemakers
US,Garys' Vineyard,86,65.0,California,Pinot Noir,Bernardus
US,Soberanes Vineyard,86,40.0,California,Chardonnay,Bernardus
Italy,Sanct Valentin,86,40.0,Northeastern Italy,Pinot Grigio,Cantina Produttori San Michele Appiano
Italy,RosÃ©,86,24.0,Northeastern Italy,Pinot Grigio,Casata Monfort
France,SÃ©cret Mineral,88,60.0,Burgundy,Chardonnay,Denis Jeandeau
US,North Block Six,88,28.0,New York,Cabernet Franc,Atwater
Italy,Teodosio,88,20.0,Southern Italy,Aglianico,Basilisco
US,Escondrijo,88,32.0,California,RhÃ´ne-style Red Blend,Refugio Ranch
US,Heritage Reserve,88,50.0,California,Cabernet Sauvignon,Schug
Turkey,Denizli-GÃ¼ney Plateau,88,17.0,Aegean,Syrah,Sevilen
US,Dry,88,18.0,New York,Riesling,Silver Thread
US,Uboldi Vineyard,88,22.0,California,Sauvignon Blanc,St. Francis
Italy,Regaleali,88,15.0,Sicily & Sardinia,Nero d'Avola,Tasca d'Almerita
US,Soberanes Vineyard,88,61.0,California,Pinot Noir,Testarossa
Greece,Grande RÃ©serve,88,23.0,Naoussa,Xinomavro,Vaeni
US,Indomitable,88,50.0,Washington,Cabernet Sauvignon-Malbec,Woodinville Wine Cellars
US,Estate Grown,88,25.0,California,Cabernet Sauvignon,Mettler Family Vineyards
US,La Brume,88,32.0,California,Chardonnay,Michel-Schlumberger
US,Estate Grown,88,20.0,California,Chardonnay,Gifft
Spain,El PÃ¡jaro Rojo,88,19.0,Northern Spain,MencÃ­a,Losada
Spain,Crianza,88,20.0,Northern Spain,Tempranillo,DinastÃ­a Vivanco
France,La Divine,88,85.0,RhÃ´ne Valley,Syrah,Jean-Luc Colombo
France,Oratorio,88,33.0,RhÃ´ne Valley,RhÃ´ne-style Red Blend,Ogier
US,Zingy Estate Grown,88,20.0,California,Sauvignon Blanc,Buttonwood Farm
US,Cave B Estate Vineyards,88,25.0,Washington,Viognier,Cave B
US,Honea,93,70.0,California,Nebbiolo,Palmina
US,Jefferson Cuvee,93,45.0,California,Cabernet Sauvignon,Monticello Vineyards
Italy,Bussia Vigna Campo dei Buoi,93,55.0,Piedmont,Nebbiolo,Costa di Bussia
France,Grande CuvÃ©e,93,30.0,Loire Valley,Sauvignon Blanc,Domaine Jean-Paul Balland
US,Blanc de Noir,93,39.0,New York,Sparkling Blend,Hermann J. Wiemer
US,Regan Vineyards Reserve,93,30.0,California,Chardonnay,Bargetto
US,Gap's Crown Vineyard,93,45.0,California,Chardonnay,Black Kite
US,Katherine Corkrum Estate Grown,93,50.0,Washington,Cabernet Franc,Spring Valley Vineyard
Spain,La Nieta,93,149.0,Northern Spain,Tempranillo,ViÃ±edos de Paganos
US,Callisto,93,39.0,Washington,Red Blend,Baer
US,Methode Traditionelle Brut,93,42.0,California,Sparkling Blend,Balletto
US,Tapteil Vineyard,93,45.0,Washington,Bordeaux-style Red Blend,Cadence
US,Arctos,93,43.0,Washington,Bordeaux-style Red Blend,Baer
Italy,Albe,93,40.0,Piedmont,Nebbiolo,G D Vajra
Spain,Noble,93,162.0,Northern Spain,Tempranillo,GarcÃ­a Figuero
France,Sancerre d'Antan Terroir de Silex,93,60.0,Loire Valley,Sauvignon Blanc,Henri Bourgeois
Italy,Castelletto,93,55.0,Piedmont,Nebbiolo,Mauro Veglio
US,Blueline Vineyard,93,125.0,California,Cabernet Sauvignon,Hourglass
US,Estate Grown Cave Fermented Finch Hollow Unfiltered,93,130.0,California,Chardonnay,Jarvis
Italy,Sarmassa,93,110.0,Piedmont,Nebbiolo,Marchesi di Barolo
Spain,SelecciÃ³n Especial,93,27.0,Galicia,AlbariÃ±o,Adegas Gran Vinum
Italy,Sarmassa,93,67.0,Piedmont,Nebbiolo,Brezza
US,West Slope,93,90.0,California,Pinot Noir,Donum
Argentina,Estate Bottled,85,15.0,Mendoza Province,SÃ©millon,Bodega Carmine Granata
US,Estate RosÃ© of Pinot Noir,85,18.0,California,RosÃ©,Balletto
Italy,Otello Nero di,85,19.0,Central Italy,Lambrusco,Cantina Ceci
US,Vintner's Reserve,85,22.0,California,Pinot Noir,Kendall-Jackson
Italy,Poggio dei Vigneti Extra Dry,85,14.0,Veneto,Glera,Natale Verga
US,Lazy River Vineyard Reserve,85,36.0,Oregon,Pinot Noir,Silvan Ridge
